trial,order_position,sample_index,sample_id,frame_count,video_total_frames,selected_frame_positions,unique_selected_frame_positions,decode_ms,processor_ms,host_to_device_ms,qwen_backbone_ms,pool_and_linear_ms,total_raw_video_to_scalar_ms,sequence_length
1,1,1,Tune-A-Video/A tennis player elegantly slid on the grass court.mp4,25,24,"[2,3,4,5,5,6,7,8,8,9,10,11,12,12,13,14,15,15,16,17,18,18,19,20,21,21]",20,201.98952010832727,60.73609599843621,10.170996189117432,141.43887208774686,0.31750998459756374,414.6633381024003,2690
1,1,2,VideoCrafter/Children dig sandcastles on the beach.mp4,25,16,"[2,2,3,3,4,4,5,5,6,6,6,7,8,8,9,9,10,10,10,11,12,12,12,13,14,14]",13,696.1176490876824,64.92249295115471,9.998928057029843,141.3114620372653,0.22993306629359722,912.5896061304957,2690
1,1,3,video_fusion/A purple bellflower opens in the sunlight.mp4,25,16,"[2,2,3,3,4,4,5,5,6,6,6,7,8,8,9,9,10,10,10,11,12,12,12,13,14,14]",13,40.20428191870451,39.56050402484834,9.942875010892749,143.14017700962722,0.24173804558813572,233.09754906222224,2690
1,1,4,Tune-A-Video/Children dig sandcastles on the beach.mp4,25,24,"[2,3,4,5,5,6,7,8,8,9,10,11,12,12,13,14,15,15,16,17,18,18,19,20,21,21]",20,407.80905401334167,70.80868980847299,10.061610024422407,141.58130483701825,0.24019391275942326,630.5121390614659,2690
1,1,5,"Tune-A-Video/A baseball player swung the bat, preparing for a home run.mp4",25,24,"[2,3,4,5,5,6,7,8,8,9,10,11,12,12,13,14,15,15,16,17,18,18,19,20,21,21]",20,122.97852896153927,40.033027064055204,9.81959793716669,141.47633290849626,0.31067198142409325,314.62792796082795,2690
1,1,6,video_fusion/Students enjoy tasty sandwiches in the cafeteria.mp4,25,16,"[2,2,3,3,4,4,5,5,6,6,6,7,8,8,9,9,10,10,10,11,12,12,12,13,14,14]",13,39.92329002358019,52.678864914923906,9.929566876962781,141.5806522127241,0.225412892177701,244.34669106267393,2690
1,1,7,Tune-A-Video/A salad is sprinkled with nuts and fruits.mp4,25,24,"[2,3,4,5,5,6,7,8,8,9,10,11,12,12,13,14,15,15,16,17,18,18,19,20,21,21]",20,729.8928839154541,69.14639403112233,9.962797863408923,142.33747590333223,0.2715310547500849,951.6207810956985,2690
1,1,8,video_fusion/Visitors get information at the park's visitor center.mp4,25,16,"[2,2,3,3,4,4,5,5,6,6,6,7,8,8,9,9,10,10,10,11,12,12,12,13,14,14]",13,33.36935699917376,48.98685612715781,9.936647024005651,141.65783813223243,0.22642407566308975,234.18498784303665,2690
1,1,9,video_fusion/A group of villagers wash clothes by the stream.mp4,25,16,"[2,2,3,3,4,4,5,5,6,6,6,7,8,8,9,9,10,10,10,11,12,12,12,13,14,14]",13,44.479178031906486,51.62055278196931,10.234420886263251,141.64586714468896,0.2378770150244236,248.22676787152886,2690
1,1,10,Tune-A-Video/An explorer searches for adventure in the forest.mp4,25,24,"[2,3,4,5,5,6,7,8,8,9,10,11,12,12,13,14,15,15,16,17,18,18,19,20,21,21]",20,109.98836811631918,53.872049087658525,10.100415907800198,143.14374304376543,0.26049790903925896,317.37372395582497,2690
1,1,11,Tune-A-Video/A piece of cheesecake is covered with blueberry sauce.mp4,25,24,"[2,3,4,5,5,6,7,8,8,9,10,11,12,12,13,14,15,15,16,17,18,18,19,20,21,21]",20,171.75489896908402,47.872157068923116,10.223322082310915,141.66387007571757,0.2345009706914425,371.75823003053665,2690
1,1,12,Text2Video-Zero/The rural stream serves as the water source for villagers.mp4,25,36,"[4,5,6,7,8,9,11,12,13,14,15,16,18,19,20,21,22,23,24,26,27,28,29,30,32,32]",25,1098.2686469797045,64.76219394244254,9.590933099389076,141.5069659706205,0.22573093883693218,1314.3637659959495,2690
1,1,13,Gen-2/An orchid blooms with deep purple flowers.mp4,25,96,"[10,13,16,19,22,25,29,32,35,38,41,44,48,51,54,57,60,63,66,70,73,76,79,82,86,86]",25,857.1254329290241,48.759119817987084,9.903713129460812,141.45537209697068,0.2288368996232748,1057.4829641263932,2690
1,1,14,Gen-2/Vendors at the market display fresh fruits and vegetables.mp4,25,96,"[10,13,16,19,22,25,29,32,35,38,41,44,48,51,54,57,60,63,66,70,73,76,79,82,86,86]",25,1501.4562129508704,65.72449789382517,9.983824100345373,141.64892700500786,0.23678690195083618,1719.0603429917246,2690
1,1,15,Hotshot-XL/A peony blooms with snow-white petals.mp4,25,8,"[1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,6,6,6,6,6]",6,98.74717192724347,53.10480995103717,9.917717892676592,141.68166602030396,0.23329979740083218,303.6933960393071,2690
1,1,16,"Hotshot-XL/The campus has colorful gardens, full of vitality.mp4",25,8,"[1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,6,6,6,6,6]",6,373.4538950957358,70.37152792327106,10.038676904514432,141.56011398881674,0.22778590209782124,595.660817110911,2690
